File path,Live URL path,Page type,Title,H1,Meta description,Word count,FAQ count,Image status,In sitemap,Linked from homepage,Linked from header,Linked from footer,Linked from parent hub page,Reachable from homepage within 3 clicks,Broken internal links,Notes
aluminium/index.html,/aluminium/,secondary material,Aluminium Suppliers in Chennai | Bharat Metals,Aluminium Suppliers in Chennai,"Aluminium suppliers in Chennai for commercial aluminium sheets, plates, coils, pipes, flats, rods, bars enquiries through Bharat Metals.",1132,6,real image,yes,yes,yes,no,yes,yes,0,
astm-a213-stainless-steel-tubes-chennai/index.html,/astm-a213-stainless-steel-tubes-chennai/,core,ASTM A213 Stainless Steel Tubes in Chennai | Bharat Metals Technical Guide,ASTM A213 Stainless Steel Tubes in Chennai,"ASTM A213 Stainless Steel Tubes in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",945,7,real image,yes,no,no,no,no,yes,0,
astm-a240-stainless-steel-sheets-chennai/index.html,/astm-a240-stainless-steel-sheets-chennai/,core,ASTM A240 Stainless Steel Sheets in Chennai | Bharat Metals Technical Guide,ASTM A240 Stainless Steel Sheets in Chennai,"ASTM A240 Stainless Steel Sheets in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",942,7,real image,yes,yes,no,no,yes,yes,0,
astm-a269-stainless-steel-tubes-chennai/index.html,/astm-a269-stainless-steel-tubes-chennai/,core,ASTM A269 Stainless Steel Tubes in Chennai | Bharat Metals Technical Guide,ASTM A269 Stainless Steel Tubes in Chennai,"ASTM A269 Stainless Steel Tubes in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",941,7,real image,yes,no,no,no,no,yes,0,
astm-a312-stainless-steel-pipes-chennai/index.html,/astm-a312-stainless-steel-pipes-chennai/,core,ASTM A312 Stainless Steel Pipes in Chennai | Bharat Metals Technical Guide,ASTM A312 Stainless Steel Pipes in Chennai,"ASTM A312 Stainless Steel Pipes in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",942,7,real image,yes,yes,no,no,yes,yes,0,
ba-finish-stainless-steel-sheets-chennai/index.html,/ba-finish-stainless-steel-sheets-chennai/,core,BA Finish Stainless Steel Sheets in Chennai | Bharat Metals,BA Finish Stainless Steel Sheets in Chennai,"BA Finish Stainless Steel Sheets in Chennai enquiry support for Chennai and Tamil Nadu buyers. Share grade, size, finish expectation, quantity and delivery location.",914,6,real image,yes,no,no,no,no,yes,0,
blog/astm-a240-astm-a312-stainless-steel-buyers/index.html,/blog/astm-a240-astm-a312-stainless-steel-buyers/,blog,ASTM A240 and ASTM A312: What Stainless Steel Buyers Should Know | Bharat Metals Blog,ASTM A240 and ASTM A312: What Stainless Steel Buyers Should Know,Buyer-friendly explanation of ASTM A240 sheets and plates and ASTM A312 pipe enquiries.,1093,4,real image,yes,no,no,no,yes,yes,0,
blog/how-to-send-stainless-steel-rfq/index.html,/blog/how-to-send-stainless-steel-rfq/,blog,What Details to Send for a Fast Stainless Steel Quote | Bharat Metals Blog,What Details to Send for a Fast Stainless Steel Quote,"A simple RFQ checklist for product, grade, size, finish, quantity and delivery location.",1116,4,real image,yes,no,no,no,yes,yes,0,
blog/index.html,/blog/,core,Bharat Metals Blog | Stainless Steel Buyer Guides,Bharat Metals Blog,"Buyer guides for stainless steel grades, product forms, finishes, certificates and city supply support.",1366,7,real image,yes,yes,yes,no,yes,yes,0,
blog/jindal-ss-304-sheet-chennai-buyer-guide/index.html,/blog/jindal-ss-304-sheet-chennai-buyer-guide/,blog,Jindal SS 304 Sheet in Chennai: What Buyers Should Check Before Ordering | Bharat Metals Blog,Jindal SS 304 Sheet in Chennai: What Buyers Should Check Before Ordering,"Buyer checklist for Jindal make SS 304 sheet enquiries, certificates, finish, size and Chennai delivery.",1112,4,real image,yes,no,no,no,yes,yes,0,
blog/polished-stainless-steel-pipes-chennai/index.html,/blog/polished-stainless-steel-pipes-chennai/,blog,Polished Stainless Steel Pipes in Chennai: Buyer Checklist | Bharat Metals Blog,Polished Stainless Steel Pipes in Chennai: Buyer Checklist,"Checklist for polished pipe enquiries for railings, interiors and decorative work.",1087,4,real image,yes,no,no,no,yes,yes,0,
blog/polished-stainless-steel-pipes-for-railings-chennai/index.html,/blog/polished-stainless-steel-pipes-for-railings-chennai/,blog,Polished Stainless Steel Pipes for Railings in Chennai | Bharat Metals Blog,Polished Stainless Steel Pipes for Railings in Chennai,"Checklist for polished stainless steel pipe enquiries for railings, interiors and visible fabrication work.",1086,4,real image,yes,no,no,no,yes,yes,0,
blog/ss-202-vs-ss-304-railing-work/index.html,/blog/ss-202-vs-ss-304-railing-work/,blog,SS 202 vs SS 304 for Railing and Fabrication Work | Bharat Metals Blog,SS 202 vs SS 304 for Railing and Fabrication Work,A practical buyer note for railing contractors comparing SS 202 and SS 304.,1096,4,real image,yes,no,no,no,yes,yes,0,
blog/ss-304-round-bar-and-rod-buying-guide/index.html,/blog/ss-304-round-bar-and-rod-buying-guide/,blog,SS 304 Round Bar and Rod Buying Guide | Bharat Metals Blog,SS 304 Round Bar and Rod Buying Guide,"Buying notes for SS 304 rods, round bars, machining requirements and certificate expectations.",1084,4,real image,yes,no,no,no,yes,yes,0,
blog/ss-304-sheet-price-chennai/index.html,/blog/ss-304-sheet-price-chennai/,blog,SS 304 Sheet Price in Chennai: What Affects the Rate? | Bharat Metals Blog,SS 304 Sheet Price in Chennai: What Affects the Rate?,Price-intent guide explaining SS 304 sheet rate factors without publishing fake fixed prices.,1090,4,real image,yes,no,no,no,yes,yes,0,
blog/ss-304-vs-ss-316/index.html,/blog/ss-304-vs-ss-316/,blog,SS 304 vs SS 316: Which Grade Should Chennai Buyers Choose? | Bharat Metals Blog,SS 304 vs SS 316: Which Grade Should Chennai Buyers Choose?,"Compare SS 304 and SS 316 for Chennai fabrication, kitchen equipment, coastal exposure and RFQ clarity.",1106,4,real image,yes,no,no,no,yes,yes,0,
blog/ss-316-sheet-price-chennai/index.html,/blog/ss-316-sheet-price-chennai/,blog,SS 316 Sheet Price in Chennai: When Is 316 Worth It? | Bharat Metals Blog,SS 316 Sheet Price in Chennai: When Is 316 Worth It?,"Buyer guide for SS 316 sheet price factors, corrosion exposure and when 316 may be discussed.",1099,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-for-automobile-industries-tamil-nadu/index.html,/blog/stainless-steel-for-automobile-industries-tamil-nadu/,blog,Stainless Steel for Automobile and Auto Component Industries in Tamil Nadu | Bharat Metals Blog,Stainless Steel for Automobile and Auto Component Industries in Tamil Nadu,Common stainless steel forms for automotive and component buyers.,1092,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-for-coastal-and-marine-use/index.html,/blog/stainless-steel-for-coastal-and-marine-use/,blog,Stainless Steel for Coastal and Marine Use: 304 vs 316 Buying Notes | Bharat Metals Blog,Stainless Steel for Coastal and Marine Use: 304 vs 316 Buying Notes,"How to discuss 304 and 316 for marine, coastal and export-facing enquiries.",1101,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-for-commercial-kitchens/index.html,/blog/stainless-steel-for-commercial-kitchens/,blog,Stainless Steel for Commercial Kitchen Fabrication | Bharat Metals Blog,Stainless Steel for Commercial Kitchen Fabrication,Material forms and finish notes for commercial kitchen equipment fabricators.,1081,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-for-food-and-pharma/index.html,/blog/stainless-steel-for-food-and-pharma/,blog,Stainless Steel for Food Processing and Pharma Equipment | Bharat Metals Blog,Stainless Steel for Food Processing and Pharma Equipment,Common stainless steel requirements for food processing and pharma equipment buyers.,1088,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-material-test-certificate/index.html,/blog/stainless-steel-material-test-certificate/,blog,MTC and Mill Certificate for Stainless Steel Buyers | Bharat Metals Blog,MTC and Mill Certificate for Stainless Steel Buyers,Practical notes on certificate requests for stainless steel buyers.,1087,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-perforated-sheets-wire-mesh/index.html,/blog/stainless-steel-perforated-sheets-wire-mesh/,blog,Stainless Steel Perforated Sheets and Wire Mesh: Uses and Buying Tips | Bharat Metals Blog,Stainless Steel Perforated Sheets and Wire Mesh: Uses and Buying Tips,How to specify perforated sheets and wire mesh for industrial and architectural use.,1100,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-pipes-welded-vs-seamless/index.html,/blog/stainless-steel-pipes-welded-vs-seamless/,blog,Stainless Steel Welded Pipe vs Seamless Pipe | Bharat Metals Blog,Stainless Steel Welded Pipe vs Seamless Pipe,Understand welded and seamless stainless steel pipe enquiries before asking for a quote.,1093,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-plates-buyer-guide/index.html,/blog/stainless-steel-plates-buyer-guide/,blog,Stainless Steel Plates: Buyer Guide for Tamil Nadu Industries | Bharat Metals Blog,Stainless Steel Plates: Buyer Guide for Tamil Nadu Industries,"Plate enquiry notes for thickness, cutting, grade, certificate and application.",1091,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-sheet-finishes/index.html,/blog/stainless-steel-sheet-finishes/,blog,"Stainless Steel Sheet Finishes: 2B, BA, Mirror, Matt, Hairline and PVC | Bharat Metals Blog","Stainless Steel Sheet Finishes: 2B, BA, Mirror, Matt, Hairline and PVC","How to describe 2B, BA, mirror, matt, hairline, brush and PVC coated sheet requirements in an RFQ.",1129,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-suppliers-ambattur-buyer-checklist/index.html,/blog/stainless-steel-suppliers-ambattur-buyer-checklist/,blog,Stainless Steel Suppliers in Ambattur: Buyer Checklist | Bharat Metals Blog,Stainless Steel Suppliers in Ambattur: Buyer Checklist,"Ambattur buyer checklist for stainless steel sheets, rods, bars, pipes and industrial RFQs.",1081,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-supply-tamil-nadu-cities/index.html,/blog/stainless-steel-supply-tamil-nadu-cities/,blog,"Stainless Steel Supply Across Tamil Nadu: Chennai to Coimbatore, Hosur and Trichy | Bharat Metals Blog","Stainless Steel Supply Across Tamil Nadu: Chennai to Coimbatore, Hosur and Trichy",How Chennai-based stainless steel supply supports enquiries across Tamil Nadu.,1111,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-supply-to-sricity-and-tada/index.html,/blog/stainless-steel-supply-to-sricity-and-tada/,blog,Stainless Steel Supply to Sricity and Tada | Bharat Metals Blog,Stainless Steel Supply to Sricity and Tada,Supply guidance from Chennai for buyers in Sricity and Tada industrial belts.,1079,4,real image,yes,no,no,no,yes,yes,0,
blog/stainless-steel-supply-to-sricity-tada-tirupati/index.html,/blog/stainless-steel-supply-to-sricity-tada-tirupati/,blog,"Stainless Steel Supply to Sricity, Tada and Tirupati: Buyer Guide | Bharat Metals Blog","Stainless Steel Supply to Sricity, Tada and Tirupati: Buyer Guide","Supply guidance from Chennai for buyers in Sricity, Tada, Renigunta and Tirupati.",1092,4,real image,yes,no,no,no,yes,yes,0,
brass-bars/index.html,/brass-bars/,secondary material,Brass Bars in Chennai | Bharat Metals,Brass Bars Suppliers in Chennai,"Brass bars suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
brass-bush-pipes/index.html,/brass-bush-pipes/,secondary material,Brass Bush Pipes in Chennai | Bharat Metals,Brass Bush Pipes Suppliers in Chennai,"Brass bush pipes suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",633,5,real image,yes,yes,yes,no,yes,yes,0,
brass-flats/index.html,/brass-flats/,secondary material,Brass Flats in Chennai | Bharat Metals,Brass Flats Suppliers in Chennai,"Brass flats suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
brass-pipes/index.html,/brass-pipes/,secondary material,Brass Pipes in Chennai | Bharat Metals,Brass Pipes Suppliers in Chennai,"Brass pipes suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
brass-rods/index.html,/brass-rods/,secondary material,Brass Rods in Chennai | Bharat Metals,Brass Rods Suppliers in Chennai,"Brass rods suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
brass/index.html,/brass/,secondary material,Brass Suppliers in Chennai | Bharat Metals,Brass Suppliers in Chennai,"Brass suppliers in Chennai for commercial brass pipes, bush pipes, rods, bars, flats enquiries through Bharat Metals.",1094,6,real image,yes,yes,yes,no,yes,yes,0,
contact-us/index.html,/contact-us/,core,Contact Bharat Metals | Stainless Steel Dealers Chennai,Contact Bharat Metals,"Contact Bharat Metals in Chennai for stainless steel pipes, sheets, plates, rods, bars, flanges and fittings.",1097,8,real image,yes,yes,yes,yes,yes,yes,0,
contacts-us/index.html,/contacts-us/,core,Legacy Contact Bharat Metals | Bharat Metals,Legacy Contact Bharat Metals,Legacy contact URL for Bharat Metals stainless steel enquiries in Chennai.,636,8,real image,yes,no,no,no,no,yes,0,
copper-bars/index.html,/copper-bars/,secondary material,Copper Bars in Chennai | Bharat Metals,Copper Bars Suppliers in Chennai,"Copper bars suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
copper-flats/index.html,/copper-flats/,secondary material,Copper Flats in Chennai | Bharat Metals,Copper Flats Suppliers in Chennai,"Copper flats suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
copper-plates/index.html,/copper-plates/,secondary material,Copper Plates in Chennai | Bharat Metals,Copper Plates Suppliers in Chennai,"Copper plates suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
copper-rods/index.html,/copper-rods/,secondary material,Copper Rods in Chennai | Bharat Metals,Copper Rods Suppliers in Chennai,"Copper rods suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
copper-tubes/index.html,/copper-tubes/,secondary material,Copper Tubes in Chennai | Bharat Metals,Copper Tubes Suppliers in Chennai,"Copper tubes suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",620,5,real image,yes,yes,yes,no,yes,yes,0,
copper/index.html,/copper/,secondary material,Copper Suppliers in Chennai | Bharat Metals,Copper Suppliers in Chennai,"Copper suppliers in Chennai for commercial copper tubes, flats, rods, bars, plates enquiries through Bharat Metals.",1091,6,real image,yes,yes,yes,no,yes,yes,0,
decorative-stainless-steel-sheets-chennai/index.html,/decorative-stainless-steel-sheets-chennai/,core,Decorative Stainless Steel Sheets in Chennai | Bharat Metals,Decorative Stainless Steel Sheets in Chennai,"Decorative Stainless Steel Sheets in Chennai enquiry support for Chennai and Tamil Nadu buyers. Share grade, size, finish expectation, quantity and delivery location.",912,6,real image,yes,no,no,no,no,yes,0,
duplex-2205/index.html,/duplex-2205/,core,Duplex 2205 Stainless Steel Enquiry Page | Bharat Metals Chennai,Duplex 2205 Stainless Steel Enquiry Page,"Duplex 2205 Stainless Steel enquiries can be reviewed by Bharat Metals from Chennai based on specification, quantity, sourceability and current availability.",864,6,real image,yes,no,no,no,no,yes,0,
en-1-4301-stainless-steel-chennai/index.html,/en-1-4301-stainless-steel-chennai/,core,EN 1.4301 / AISI 304 Stainless Steel Suppliers in Chennai | Bharat Metals Technical Guide,EN 1.4301 / AISI 304 Stainless Steel Suppliers in Chennai,"EN 1.4301 / AISI 304 Stainless Steel Suppliers in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",957,7,real image,yes,no,no,no,no,yes,0,
en-1-4401-stainless-steel-chennai/index.html,/en-1-4401-stainless-steel-chennai/,core,EN 1.4401 / AISI 316 Stainless Steel Suppliers in Chennai | Bharat Metals Technical Guide,EN 1.4401 / AISI 316 Stainless Steel Suppliers in Chennai,"EN 1.4401 / AISI 316 Stainless Steel Suppliers in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",955,7,real image,yes,no,no,no,no,yes,0,
en-1-4404-stainless-steel-chennai/index.html,/en-1-4404-stainless-steel-chennai/,core,EN 1.4404 / AISI 316L Stainless Steel Suppliers in Chennai | Bharat Metals Technical Guide,EN 1.4404 / AISI 316L Stainless Steel Suppliers in Chennai,"EN 1.4404 / AISI 316L Stainless Steel Suppliers in Chennai buyer reference for equivalent grades, standards, forms and RFQ discussion in Chennai. Verify project specifications before purchase.",955,7,real image,yes,no,no,no,no,yes,0,
hairline-finish-stainless-steel-sheets-chennai/index.html,/hairline-finish-stainless-steel-sheets-chennai/,core,Hairline Finish Stainless Steel Sheets in Chennai | Bharat Metals,Hairline Finish Stainless Steel Sheets in Chennai,"Hairline Finish Stainless Steel Sheets in Chennai enquiry support for Chennai and Tamil Nadu buyers. Share grade, size, finish expectation, quantity and delivery location.",914,6,real image,yes,no,no,no,no,yes,0,
hairline-stainless-steel-sheets-tamil-nadu/index.html,/hairline-stainless-steel-sheets-tamil-nadu/,core,Hairline Stainless Steel Sheets in Tamil Nadu | Bharat Metals,Hairline Stainless Steel Sheets in Tamil Nadu,"Hairline Stainless Steel Sheets in Tamil Nadu enquiry support for Chennai and Tamil Nadu buyers. Share grade, size, finish expectation, quantity and delivery location.",914,6,real image,yes,no,no,no,no,yes,0,
index.html,/,core,Stainless Steel Dealers in Chennai | Bharat Metals Since 1986,STAINLESS STEEL DEALERS & SUPPLIERS IN CHENNAI SINCE 1986,"Bharat Metals is a Chennai stainless steel dealer, stockist, supplier and wholesaler since 1986 for SS 304/316 sheets, plates, coils, pipes, tubes, rods, bars, angles, flanges and fittings.",2061,10,real image,yes,no,no,no,no,yes,0,
industries-we-serve/index.html,/industries-we-serve/,core,Industries We Serve | Bharat Metals Stainless Steel Chennai,Industries We Serve,"Industries served by Bharat Metals for stainless steel supply in Chennai, Tamil Nadu and nearby South India.",2145,9,real image,yes,yes,yes,no,yes,yes,0,
industries/automobile-auto-components/index.html,/industries/automobile-auto-components/,industry,Automobile and Auto Components Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Automobile and Auto Components,"Stainless steel suppliers for Automobile and Auto Components: Rods, Bars, Sheets, Fasteners and grades such as SS 304, SS 316, SS 410.",1078,6,real image,yes,yes,no,no,yes,yes,0,
industries/boiler-heat-exchanger-fabricators/index.html,/industries/boiler-heat-exchanger-fabricators/,industry,Boiler and Heat Exchanger Fabricators Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Boiler and Heat Exchanger Fabricators,"Stainless steel suppliers for Boiler and Heat Exchanger Fabricators: Tubes, Plates, Pipes, Flanges and grades such as SS 304, SS 316, SS 310.",1148,6,real image,yes,no,no,no,yes,yes,0,
industries/builders-construction/index.html,/industries/builders-construction/,industry,Builders and Construction Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Builders and Construction,"Stainless steel suppliers for Builders and Construction: Angles, Channels, Sheets, Fasteners and grades such as SS 202, SS 304, SS 316.",1100,6,real image,yes,yes,no,no,yes,yes,0,
industries/chemical-petrochemical/index.html,/industries/chemical-petrochemical/,industry,Chemical and Petrochemical Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Chemical and Petrochemical,"Stainless steel suppliers for Chemical and Petrochemical: Pipes, Fittings, Flanges, Plates and grades such as SS 304, SS 316, SS 316L.",1099,6,real image,yes,yes,no,no,yes,yes,0,
industries/commercial-kitchen-equipment/index.html,/industries/commercial-kitchen-equipment/,industry,Hotel and Commercial Kitchen Equipment Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Hotel and Commercial Kitchen Equipment,"Stainless steel suppliers for Hotel and Commercial Kitchen Equipment: Sheets, Tubes, Pipes, Plates and grades such as SS 304, SS 316.",1194,6,real image,yes,yes,no,no,yes,yes,0,Maps requested hotel commercial kitchen industry example to existing slug.
industries/dairy-beverage-processing/index.html,/industries/dairy-beverage-processing/,industry,Dairy and Beverage Processing Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Dairy and Beverage Processing,"Stainless steel suppliers for Dairy and Beverage Processing: Pipes, Tubes, Sheets, Fittings and grades such as SS 304, SS 316, SS 316L.",1123,6,real image,yes,no,no,no,yes,yes,0,
industries/electrical-control-panel-fabrication/index.html,/industries/electrical-control-panel-fabrication/,industry,Electrical and Control Panel Fabrication Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Electrical and Control Panel Fabrication,"Stainless steel suppliers for Electrical and Control Panel Fabrication: Sheets, Angles, Fasteners, Channels and grades such as SS 304, SS 430.",1146,6,real image,yes,no,no,no,yes,yes,0,
industries/engineering-machine-shops/index.html,/industries/engineering-machine-shops/,industry,Engineering and Machine Shops Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Engineering and Machine Shops,"Stainless steel suppliers for Engineering and Machine Shops: Bars, Rods, Plates, Flats and grades such as SS 304, SS 316, SS 410.",1125,6,real image,yes,yes,no,no,yes,yes,0,
industries/fabrication-welding/index.html,/industries/fabrication-welding/,industry,Fabrication and Welding Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Fabrication and Welding,"Stainless steel suppliers for Fabrication and Welding: Pipes, Sheets, Rods, Angles and grades such as SS 202, SS 304, SS 316.",1099,6,real image,yes,yes,no,no,yes,yes,0,
industries/food-processing/index.html,/industries/food-processing/,industry,Food Processing Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Food Processing,"Stainless steel suppliers for Food Processing: Sheets, Pipes, Fittings, Wire Mesh and grades such as SS 304, SS 316, SS 316L.",1086,6,real image,yes,yes,no,no,yes,yes,0,
industries/hotel-commercial-kitchen-equipment/index.html,/industries/hotel-commercial-kitchen-equipment/,industry,Hotel Kitchen Equipment Stainless Steel Supply Link | Bharat Metals Chennai,Hotel and Commercial Kitchen Equipment Stainless Steel Suppliers,Alias page for hotel and commercial kitchen equipment stainless steel enquiries. Continue to the main Commercial Kitchen Equipment page from Bharat Metals Chennai.,571,0,real image,yes,no,no,no,no,yes,0,
industries/institutional-fabrication/index.html,/industries/institutional-fabrication/,industry,Educational and Institutional Fabrication Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Educational and Institutional Fabrication,"Stainless steel suppliers for Educational and Institutional Fabrication: Sheets, Pipes, Tubes, Fasteners and grades such as SS 202, SS 304.",1119,6,real image,yes,no,no,no,yes,yes,0,
industries/interior-architectural-contractors/index.html,/industries/interior-architectural-contractors/,industry,Interior and Architectural Contractors Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Interior and Architectural Contractors,"Stainless steel suppliers for Interior and Architectural Contractors: Sheets, Tubes, Flats, Decorative Stainless Steel and grades such as SS 304, SS 430.",1127,6,real image,yes,yes,no,no,yes,yes,0,
industries/marine-ship-repair/index.html,/industries/marine-ship-repair/,industry,Marine and Ship Repair Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Marine and Ship Repair,"Stainless steel suppliers for Marine and Ship Repair: Pipes, Plates, Fasteners, Fittings and grades such as SS 316, SS 316L.",1120,6,real image,yes,yes,no,no,yes,yes,0,
industries/oil-gas/index.html,/industries/oil-gas/,industry,Oil and Gas Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Oil and Gas,"Stainless steel suppliers for Oil and Gas: Pipes, Flanges, Fittings, Plates and grades such as SS 304, SS 316, SS 316L.",1099,6,real image,yes,yes,no,no,yes,yes,0,
industries/paper-mills/index.html,/industries/paper-mills/,industry,Paper Mills Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Paper Mills,"Stainless steel suppliers for Paper Mills: Sheets, Plates, Pipes, Fittings and grades such as SS 304, SS 316.",1076,6,real image,yes,no,no,no,yes,yes,0,
industries/pharma-healthcare-equipment/index.html,/industries/pharma-healthcare-equipment/,industry,Pharma and Healthcare Equipment Stainless Steel Suppliers | Bharat Metals,Stainless Steel for Pharma and Healthcare Equipment,"Stainless steel suppliers for Pharma and Healthcare Equipment: Sheets, Tubes, Pipes, Fittings and grades such as SS 304, SS 316, SS 316L.",1123,6,real image,yes,yes,no,no,yes,yes,0,
industries/ports-shipping-coastal-infrastructure/index.html,/industries/ports-shipping-coastal-infrastructure/,industry,"Ports, Shipping and Coastal Infrastructure Stainless Steel Suppliers | Bharat Metals","Stainless Steel for Ports, Shipping and Coastal Infrastructure","Stainless steel suppliers for Ports, Shipping and Coastal Infrastructure: Pipes, Plates, Fasteners, Flanges and grades such as SS 316, SS 316L.",1145,6,real image,yes,no,no,no,yes,yes,0,
